ID:,sdf,Date:,11_10_2019
0132101,897,1
1132101,958,1
2232101,1597,2
27
3122101,851,1
4221101,1081,1
5413101,1472,1
6211101,3213,1
31
7111101,1227,1
8211101,941,1
