ID:,zgc,Date:,20_03_2020
0131101,722,1
0433102,681,1
0433103,1511,2
0132104,653,1
0131105,572,1
0132106,1288,1
1131101,905,1
1132102,809,1
1433103,1396,2
1132104,1242,1
1433105,3421,3
1131106,765,1
1132107,779,1
1132108,659,1
1433109,1612,1
1131110,660,1
1132111,1187,2
1131112,678,1
1131113,814,1
1132114,694,1
1433115,577,1
1131116,865,1
1132117,626,1
1131118,644,1
1131119,883,1
1131120,850,1
1132121,1667,3
1433122,1463,3
1132123,657,1
1132124,800,1
1433125,628,1
1131126,680,1
2232101,872,1
2231102,1056,1
2231103,1101,1
2232104,663,1
2231105,915,1
2232106,866,1
2231107,678,1
2231108,880,1
2231109,696,1
2232110,645,1
2231111,627,1
2231112,885,1
2232113,917,1
2231114,867,1
2232115,931,1
2232116,1004,1
2232117,816,1
2232118,848,1
2232119,626,1
2231120,591,1
5
3122101,993,1
3423102,749,1
3122103,610,1
3122104,729,1
3423105,949,2
3121106,1463,2
3423107,1957,1
3423108,950,1
3122109,678,1
3121110,1035,1
3121111,816,1
3423112,1037,1
3423113,2485,1
3121114,730,1
3121115,1156,1
3122116,1890,2
3122117,645,1
3121118,1786,1
3121119,764,1
3121120,985,1
3121121,7297,1
3122122,1174,1
3122123,901,1
3122124,3877,1
3121125,697,1
3122126,764,1
4221101,770,1
4221102,797,1
4221103,919,1
4221104,1004,1
4222105,1952,1
4221106,1889,1
4221107,694,1
4222108,1034,1
4222109,712,1
4222110,593,1
4221111,779,1
4222112,937,1
4222113,609,1
4222114,781,1
4221115,662,1
4222116,1460,2
4221117,1291,1
4222118,747,1
4221119,766,1
4222120,542,1
5112101,1438,2
5111102,679,1
5111103,1479,1
5112104,629,1
5413105,831,1
5111106,1446,1
5111107,1516,1
5413108,984,1
5112109,594,1
5111110,1443,1
5413111,3539,1
5112112,763,1
5111113,1019,1
5111114,642,1
5112115,984,1
5111116,1225,1
5112117,1256,2
5111118,663,1
5112119,646,1
5112120,679,1
5413121,1411,1
5111122,781,1
5112123,681,1
5112124,696,1
5413125,627,1
5413126,578,1
6212101,1159,2
6212102,1085,1
6212103,2910,1
6211104,1936,2
6212105,746,1
6212106,1105,1
6211107,1156,1
6211108,1700,2
6211109,1238,1
6211110,3133,3
6212111,2620,1
6212112,1053,1
6212113,611,1
6212114,851,1
6212115,985,1
6211116,8772,4
6211117,1088,1
6211118,865,1
6211119,765,1
6211120,746,1
11
7112101,1078,1
7111102,764,1
7413103,830,1
7111104,1172,1
7413105,744,1
7112106,2195,1
7112107,626,1
7111108,4017,3
7112109,626,1
7112110,2024,2
7413111,3010,2
7112112,1051,1
7111113,812,1
7111114,1224,1
7112115,881,1
7112116,781,1
7111117,678,1
7413118,2023,1
7111119,917,1
7111120,1156,1
7111121,849,1
7112122,1785,1
7112123,1020,1
7413124,2450,1
7111125,1480,2
7413126,950,1
8212101,1641,2
8211102,1002,1
8212103,812,1
8212104,2486,3
8212105,678,1
8211106,951,1
8212107,1976,2
8211108,728,1
8211109,812,1
8212110,1103,1
8212111,1071,1
8211112,1020,1
8211113,1191,1
8212114,2790,2
8212115,696,1
8211116,1939,1
8211117,1107,1
8211118,1156,1
8211119,718,1
8212120,1685,1
9322201,3571,2
9321102,4616,2
9321203,3509,2
