ID:,MailTest,Date:,24_10_2019
0433101,1346,1
1131101,830,1
2231101,860,1
Hits: 7,Miss: 13,Score: 70
3122101,857,1
4221101,779,1
5111101,842,1
6211101,1200,1
Hits: 4,Miss: 15,Score: 40
7413101,1609,1
8212101,5663,2
