ID:,ConnorTest3,Date:,15_01_2020
0132101,2291,1
1132101,646,1
2231101,782,1
Hits: 19,Miss: 0,Score: 190
3423101,2392,1
4221101,1520,1
5111101,1004,1
6212101,935,1
Hits: 18,Miss: 1,Score: 180
7111101,1464,1
8212101,887,1
