ID:,sdf,Date:,19_11_2021
0433101,1130,1
1131101,1133,1
2232101,948,1
Hits: 7,Miss: 12,Score: 70
3121101,1082,1
4222101,696,1
5111101,2497,4
6212101,2263,2
Hits: 18,Miss: 2,Score: 180
7111101,1008,1
8211101,1077,1
