9321101,691,6
9322202,509,14
9322103,510,13
9322204,510,16
9321105,1,5
9321106,504,13
9322107,509,16
9321208,0,13
9321109,503,5
9321110,0,4
9322111,502,13
9322112,508,15
9322213,0,10
9321114,506,9
9321215,510,16
9321216,513,16
9321217,0,8
9322118,509,3
9322119,510,14
9322220,0,8
9322121,508,16
9321222,509,9
9322223,0,4
9321224,509,13
9322225,509,16
9322126,0,4
9321127,506,10
9322228,506,16
9321229,0,15
9321230,508,15
9322231,511,12
9321232,507,12
9322133,0,2
9321134,506,11
9322235,0,12
9321136,509,7
9321137,511,16
9321238,511,15
9322239,510,13
9322140,0,6
9322101,525,8
9321202,0,8
9322103,490,4
9322204,0,11
9322105,503,7
9321106,511,13
9322207,1,9
9321208,504,15
9321209,509,8
9321210,0,11
9322111,505,10
9322112,508,16
9322113,511,14
9322214,0,4
9322215,508,8
9322116,0,4
9321217,511,14
9321218,509,15
9321219,509,14
9321120,0,6
9322121,509,14
9322222,510,15
9322223,509,15
9321124,0,5
9321125,505,15
9321126,512,16
9322227,0,8
9321228,509,5
9322129,511,16
9322130,511,15
9322231,510,15
9321132,512,15
9321233,0,5
9321134,507,12
9322235,0,3
9322236,504,13
9321237,511,15
9321138,0,2
9321139,508,14
9321140,0,8
9322101,523,3
9321102,0,4
9321203,510,12
9322104,0,6
9322105,505,10
9322206,1,9
9322207,489,13
9321108,509,9
9322209,0,13
9321210,502,14
9321211,508,13
9322112,509,13
9322213,510,16
9321114,509,12
9321115,511,15
9322216,0,3
9321217,0,11
9321118,503,6
9322119,511,16
9322120,509,13
9322221,509,16
9322222,0,11
9322123,508,6
9321124,509,13
9321225,0,11
9321126,509,12
9322227,511,14
9322128,510,16
9321229,0,5
9321130,509,9
9321231,511,16
9321232,0,12
9322133,509,2
9322234,0,12
9321135,510,11
9321136,505,16
9321237,0,2
9321238,0,3
9322239,507,12
9322140,510,11
9321201,526,10
9321202,509,9
9321203,1,7
9322104,504,11
9321205,0,10
9322206,501,16
9321207,510,12
9321108,509,10
9322109,510,13
9322110,0,7
9321111,507,13
9321112,507,16
9322213,0,6
9321214,504,13
9322115,512,14
9322216,510,13
9322217,510,14
9322118,511,16
9322119,0,5
9322220,510,12
9322221,0,11
9322222,507,13
9322123,509,8
9321124,509,16
9321125,511,16
9321126,0,4
9321227,506,16
9321128,507,16
9321129,509,11
9322130,0,5
9321231,510,16
9322232,510,13
9321233,0,12
9321134,505,5
9321135,510,16
9322236,0,8
9322237,508,9
9322138,511,14
9321239,509,16
9322140,510,16
