9321201,526,16
9321102,509,9
9321103,507,9
9322204,509,10
9322205,1,8
9322106,490,6
9321107,513,7
9322208,0,10
9322109,505,9
9321110,509,5
9322111,510,8
9321112,511,8
9321113,511,9
9321114,0,5
9322215,0,5
9321216,506,12
9322217,511,11
9322118,509,7
9321119,512,8
9322120,0,5
9321221,510,15
9322222,0,11
9321123,510,9
9322224,509,13
9321225,510,11
9322126,0,7
9322227,512,16
9321228,509,15
9322129,510,4
9322230,0,6
9321131,511,5
9321232,0,11
9322133,510,7
9321234,0,5
9321235,511,14
9321236,510,12
9322137,512,5
9322238,0,12
9322139,509,9
9321240,0,5
9321201,526,13
9321102,507,6
9321103,510,4
9321104,511,9
9322205,3,5
9321106,503,8
9322107,506,9
9321208,0,2
9321109,509,9
9322210,1,6
9322211,489,14
9321212,511,8
9322113,512,8
9321214,0,10
9322215,511,9
9321116,512,6
9321117,511,9
9321218,0,14
9322219,506,7
9321120,512,3
9322121,0,7
9321122,512,8
9322223,512,10
9322124,0,8
9322225,511,15
9321226,511,15
9322127,510,4
9322228,0,10
9321129,508,8
9321230,502,11
9322131,510,7
9322132,0,6
9321233,510,11
9322134,510,8
9321235,0,15
9322236,506,5
9321237,512,12
9322138,0,4
9322139,0,2
9322240,508,16
9322101,529,4
9321102,0,3
9322203,504,15
9322104,513,4
9322105,0,8
9322206,505,16
9321207,511,12
9322108,0,4
9321109,507,5
9321210,510,14
9321111,0,5
9321112,507,8
9322213,508,16
9322114,510,7
9322115,511,8
9322116,512,6
9321217,0,6
9322118,510,6
9321219,0,5
9321220,509,16
9322221,0,4
9321222,509,10
9321223,511,11
9321124,510,8
9322225,0,13
9321126,508,9
9321127,514,8
9321128,511,8
9322129,511,5
9321130,509,8
9322231,0,10
9321232,509,15
9322233,509,7
9322234,510,16
9322235,0,12
9322236,509,5
9322137,512,9
9321238,512,16
9321139,0,6
9321240,511,9
9322201,529,16
9321202,507,14
9321103,508,7
9322104,509,8
9321105,510,7
9322206,0,9
9322207,503,14
9321108,510,8
9321109,510,9
9322110,509,7
9322111,0,2
9322112,508,7
9321213,509,15
9322114,512,9
9321115,511,9
9321116,510,7
9321117,504,8
9322218,0,13
9322219,509,9
9321220,510,11
9322221,0,8
9321222,510,8
9322223,508,15
9321124,511,8
9322125,0,2
9322126,513,9
9321227,0,7
9322228,508,13
9322129,0,2
9321230,0,5
9321131,507,8
9322132,509,2
9321233,0,11
9321234,507,9
9321235,510,14
9322136,510,9
9321237,511,15
9322238,0,12
9321139,506,5
9322240,513,12
