9322101,810,8
9322102,508,7
9321203,511,14
9321104,0,3
9321205,491,14
9322206,1,10
9321107,496,7
9321208,503,13
9321109,511,9
9322210,498,15
9321111,511,7
9321212,0,6
9321113,504,6
9322114,0,3
9321115,506,9
9322216,503,12
9321217,499,16
9322218,510,14
9322219,0,15
9321120,508,9
9322221,510,11
9321222,510,13
9322223,0,15
9322124,495,6
9321125,510,5
9321226,0,10
9322227,510,9
9321128,510,8
9322129,512,8
9322130,0,6
9321231,508,13
9321232,510,13
9322233,495,15
9322134,0,7
9322235,510,13
9322136,511,6
9322137,511,9
9322138,0,5
9321239,508,16
9321140,511,7
9322201,529,9
9321102,507,6
9321103,513,6
9321104,508,8
9322105,509,9
9321106,510,9
9322107,0,7
9321208,507,10
9321209,0,13
9322110,508,9
9322111,510,7
9321212,0,9
9322213,505,11
9321214,0,4
9321115,504,3
9322216,0,13
9322217,507,2
9321218,0,3
9322219,512,12
9322120,0,5
9322221,0,10
9321122,508,6
9321223,511,14
9322224,509,16
9322125,513,8
9322126,0,6
9321227,509,16
9321128,512,4
9321129,0,4
9322130,508,9
9322131,512,6
9321232,0,9
9321133,511,8
9322134,511,9
9321135,513,5
9322236,510,13
9321237,0,14
9321238,509,10
9322239,0,5
9322240,510,10
