9322201,523,14
9321202,504,16
9321103,505,7
9322204,2,7
9321205,502,12
9321106,510,10
9322207,1,9
9322208,503,15
9322209,509,8
9322110,0,7
9322211,505,10
9322212,0,2
9321113,507,14
9321214,0,12
9322215,506,15
9321216,507,15
9322117,510,12
9322118,510,12
9321219,508,12
9322120,510,16
9322221,0,12
9321122,507,8
9321223,0,7
9321124,503,10
9321225,0,4
9322126,505,14
9321127,512,14
9321228,509,11
9322129,0,7
9322130,507,15
9321231,0,7
9322132,505,11
9322233,508,11
9321134,510,14
9322135,0,3
9321136,510,13
9321137,511,15
9322138,508,16
9321239,0,9
9321140,510,14
9322101,525,6
9322102,4423763,9
9321203,7549,2
9321104,4938,3
