9321201,554,7
9321102,509,4
9321203,0,13
9321204,504,14
9322105,511,4
9321106,510,7
9321107,0,7
9322108,504,6
9322209,1,8
9321210,501,8
9322211,508,15
9322112,0,4
9322213,506,10
9322214,1,6
9321115,504,8
9321216,509,14
9322117,510,5
9322118,0,7
9322219,0,6
9322120,507,6
9322121,510,9
9322222,510,11
9322123,512,9
9322224,512,16
9321225,0,8
9321126,509,9
9321127,565,5
9321128,0,3
9321229,0,8
9322130,508,7
9322231,0,6
9321132,507,6
9321233,509,12
9322234,0,13
9321135,507,4
9322236,0,12
9321137,508,6
9321238,514,16
9322139,510,5
9321240,0,12
9322201,552,6
9321202,2,3
9321203,505,10
9321104,1,4
9321105,510,4
9321206,0,13
9322107,505,5
9321108,510,8
9322209,510,16
9321110,0,2
9322111,508,7
9322212,0,12
9321213,506,16
9321214,510,14
