ID:,xfghdhgx,Date:,20_03_2020
0433101,14599,1
0433102,1932,1
0131103,1225,1
0131104,5689,1
0132105,1273,1
0132106,880,1
1131101,22172,1
1433102,1114,1
1132103,1276,1
1132104,899,1
1131105,950,1
1131106,727,1
1132107,730,1
1131108,812,1
1131109,747,1
1132110,813,1
1433111,982,1
1132112,797,1
1132113,986,1
1433114,2278,1
1132115,781,1
1131116,642,1
1132117,766,1
1131118,985,1
1433119,883,1
1131120,853,1
1132121,844,1
1433122,986,1
1132123,1633,2
1131124,697,1
1433125,1397,1
1131126,645,1
2231101,20376,4
2231102,901,1
2232103,796,1
2231104,760,1
2231105,663,1
2232106,677,1
2232107,1933,1
2231108,1188,2
2232109,818,1
2231110,2470,3
2232111,799,1
2232112,710,1
2232113,595,1
2231114,8477,1
2232115,884,1
2231116,920,1
2231117,815,1
2232118,732,1
2231119,1070,1
2232120,762,1
Hits: 3,Miss: 16,Score: 30
3122101,6333,1
3423102,1465,1
3121103,708,1
3121104,832,1
3121105,1004,1
3122106,694,1
3122107,729,1
3122108,2166,3
3122109,746,1
3122110,713,1
3423111,1448,1
3423112,681,1
3121113,901,1
3423114,1480,1
3121115,1804,1
3122116,765,1
3122117,782,1
3122118,746,1
3121119,949,1
3121120,646,1
3423121,1431,1
3423122,967,1
3121123,799,1
3121124,2918,1
3121125,613,1
3122126,697,1
4221101,6649,1
4222102,748,1
4222103,2536,3
4221104,1292,1
4221105,1005,1
4222106,1176,1
4221107,781,1
4222108,1140,2
4221109,782,1
4221110,647,1
4221111,1054,1
4222112,1434,1
4222113,731,1
4222114,781,1
4222115,680,1
4222116,747,1
4221117,852,1
4222118,1035,1
4221119,594,1
4221120,730,1
5112101,867,1
5112102,5443,1
5112103,934,1
5111104,1344,1
5111105,816,1
5112106,1359,1
5413107,4994,6
5111108,1517,1
5413109,2313,1
5111110,1261,1
5111111,956,1
5112112,645,1
5111113,732,1
5112114,678,1
5413115,900,1
5111116,1645,2
5112117,661,1
5111118,781,1
5111119,933,1
5112120,1241,1
5413121,1821,1
5112122,934,1
5112123,1037,1
5111124,765,1
5413125,2910,1
5413126,901,1
6211101,9298,2
6211102,780,1
6211103,2975,2
6211104,714,1
6211105,1123,1
6212106,816,1
6211107,816,1
6212108,898,1
6212109,1428,2
6212110,1051,2
6211111,1872,1
6211112,764,1
6212113,1035,1
6212114,1327,1
6211115,31664,2
6211116,1003,1
6212117,2010,1
6212118,799,1
6212119,1276,1
6212120,817,1
Hits: 9,Miss: 10,Score: 90
7111101,1072,1
7413102,8863,1
7111103,1033,1
7112104,2250,2
7111105,2587,2
7413106,2622,1
7111107,883,1
7111108,917,1
7413109,2162,1
7112110,882,1
7112111,1838,1
7112112,1021,1
7111113,648,1
7112114,920,1
7413115,1529,1
7111116,2111,2
7413117,613,1
7111118,885,1
7112119,1035,1
7112120,663,1
7112121,968,1
7413122,797,1
7111123,1106,1
7112124,1433,1
7112125,612,1
7111126,815,1
8211101,6002,1
8211102,918,1
8211103,3758,2
8211104,932,1
8212105,1051,1
8211106,745,1
8212107,1241,2
8212108,4927,1
8212109,2911,1
8212110,695,1
8211111,1206,1
8212112,1650,2
8211113,779,1
8212114,970,1
8211115,663,1
8211116,903,1
8212117,678,1
8212118,1548,2
8212119,1704,1
8211120,816,1
9322201,2572,2
9322202,2478,2
9321203,1836,2
9322104,1411,2
9321105,1258,2
9322106,1409,2
9322107,1514,2
9322108,2059,2
9321209,3471,3
9321110,2587,3
9321211,2350,2
9322212,1566,2
9322113,1930,2
9321114,2316,3
9322215,1428,2
9322116,1577,2
9321117,2148,2
9322218,1193,2
9322119,1362,2
9322220,3901,2
9322121,2541,3
9321222,1204,2
9321123,1297,2
9322124,3051,3
9322225,2281,2
9321126,1941,2
9321227,3098,2
9321128,2063,2
9322129,1908,2
9321230,1820,2
9321231,1535,2
9321132,1465,2
9321233,1603,2
9321134,1376,2
9322235,4161,2
9322236,3515,2
9322237,3716,2
9321238,7188,3
9321239,1276,2
9321140,1395,2
