9322201,4254,2
9322102,3670,2
9321103,1434,2
9321204,2315,2
9322205,1022,2
9321106,1931,2
9322107,4899,2
9322208,2218,2
9321209,1627,2
9322110,3283,3
9322211,3312,2
9321212,35265,3
9322113,2307,2
9321114,1468,2
9321115,1334,2
9321116,1794,2
9321117,1296,2
9322218,4653,3
9322119,2017,2
9321120,1469,2
9321221,1349,2
9321222,4589,4
9322123,3088,4
9322124,4098,3
9321125,1998,2
9321226,1944,2
9322227,1261,2
9321228,1568,2
9322229,2342,2
9321230,1176,2
9322231,4054,2
9322232,2701,2
9321233,2835,2
9322134,2304,3
9322235,2946,3
9321136,1297,2
9321137,1420,2
9321238,5073,2
9322139,2879,2
9322140,1791,2
