ID:,ConnorTest2,Date:,17_01_2020
0132101,705,1
1433101,1039,1
2232101,1701,1
Hits: 19,Miss: 2,Score: 190
3122101,952,1
4221101,919,1
5112101,814,1
6211101,8307,2
Hits: 5,Miss: 14,Score: 50
7111101,1824,1
8211101,1037,1
