ID:,sfdg,Date:,11_10_2019
0132101,1039,1
1132101,752,1
2232101,820,1
Hits: 19,Miss: 0,Score: 190
3121101,1251,1
4222101,701,1
5111101,809,1
6212101,3201,2
Hits: 19,Miss: 1,Score: 190
7112101,877,1
8211101,839,1
